word;anger;anticipation;disgust;fear;joy;sadness;surprise;trust
demise;0.0;0.0;0.0;0.641;0.0;0.717;0.0;0.0
demolish;0.824;0.0;0.0;0.0;0.0;0.636;0.0;0.0
demolished;0.0;0.0;0.0;0.0;0.0;0.625;0.0;0.0
demon;0.735;0.0;0.742;0.906;0.0;0.594;0.0;0.0
demonic;0.828;0.0;0.742;0.859;0.0;0.656;0.0;0.0
demonstrative;0.0;0.0;0.0;0.0;0.25;0.242;0.0;0.0
demoralized;0.0;0.0;0.0;0.578;0.0;0.781;0.0;0.0
denial;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.242
denied;0.0;0.0;0.0;0.0;0.0;0.578;0.0;0.211
denounce;0.652;0.0;0.43;0.0;0.0;0.0;0.0;0.0
dentist;0.0;0.0;0.0;0.312;0.0;0.0;0.0;0.0
dentistry;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0
dentists;0.0;0.0;0.0;0.438;0.0;0.0;0.0;0.0
denunciation;0.713;0.0;0.422;0.456;0.0;0.0;0.0;0.0
deny;0.438;0.0;0.0;0.0;0.0;0.0;0.0;0.18
denying;0.0;0.312;0.0;0.0;0.0;0.0;0.0;0.281
depart;0.0;0.5;0.0;0.0;0.0;0.234;0.0;0.0
departed;0.0;0.0;0.0;0.0;0.0;0.558;0.0;0.0
departure;0.0;0.0;0.0;0.0;0.0;0.438;0.0;0.0
depend;0.0;0.383;0.0;0.0;0.0;0.0;0.0;0.594
dependence;0.0;0.0;0.0;0.234;0.0;0.328;0.0;0.0
dependent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.531
deplorable;0.766;0.0;0.516;0.609;0.0;0.75;0.0;0.0
deplore;0.734;0.0;0.461;0.0;0.0;0.576;0.0;0.0
deport;0.0;0.0;0.0;0.406;0.0;0.5;0.0;0.0
deportation;0.422;0.0;0.0;0.517;0.0;0.594;0.0;0.0
depository;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.398
depraved;0.591;0.391;0.703;0.734;0.0;0.688;0.0;0.0
depravity;0.516;0.0;0.797;0.0;0.0;0.0;0.0;0.0
depreciate;0.315;0.0;0.344;0.0;0.0;0.0;0.0;0.0
depreciated;0.297;0.0;0.312;0.297;0.0;0.46;0.0;0.0
depreciation;0.0;0.0;0.0;0.359;0.0;0.0;0.0;0.0
depress;0.0;0.0;0.0;0.422;0.0;0.755;0.0;0.0
depressed;0.297;0.0;0.0;0.469;0.0;0.859;0.0;0.0
depressing;0.0;0.0;0.375;0.0;0.0;0.906;0.0;0.0
depression;0.0;0.0;0.0;0.508;0.0;0.925;0.0;0.0
depressive;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0
depresson;0.0;0.0;0.0;0.422;0.0;0.0;0.0;0.0
deprivation;0.621;0.0;0.602;0.578;0.0;0.672;0.0;0.0
deprived;0.0;0.0;0.0;0.0;0.0;0.594;0.0;0.0
depth;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.484
deputy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.453
deranged;0.706;0.0;0.742;0.703;0.0;0.0;0.0;0.0
derision;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0
dermatologist;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.406
derogation;0.5;0.0;0.523;0.547;0.0;0.491;0.0;0.0
derogatory;0.562;0.0;0.641;0.453;0.0;0.609;0.0;0.0
descent;0.0;0.0;0.0;0.391;0.0;0.377;0.0;0.0
desecration;0.848;0.0;0.82;0.578;0.0;0.781;0.0;0.0
desert;0.206;0.0;0.203;0.359;0.0;0.344;0.0;0.0
deserted;0.348;0.0;0.359;0.531;0.0;0.688;0.0;0.0
deserve;0.176;0.602;0.0;0.0;0.0;0.0;0.0;0.516
designation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.586
desire;0.0;0.0;0.0;0.0;0.484;0.0;0.0;0.0
desires;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375
desist;0.453;0.0;0.281;0.0;0.0;0.0;0.0;0.0
desolation;0.0;0.0;0.0;0.667;0.0;0.797;0.0;0.0
despair;0.382;0.0;0.445;0.641;0.0;0.812;0.0;0.0
despairing;0.0;0.0;0.0;0.474;0.0;0.672;0.0;0.0
desperation;0.0;0.0;0.0;0.719;0.0;0.75;0.0;0.0
despicable;0.828;0.0;0.734;0.0;0.0;0.0;0.0;0.0
despise;0.75;0.0;0.57;0.0;0.0;0.0;0.0;0.0
despotic;0.0;0.0;0.0;0.656;0.0;0.0;0.0;0.0
despotism;0.453;0.0;0.703;0.609;0.0;0.453;0.0;0.0
destination;0.0;0.703;0.0;0.109;0.281;0.17;0.148;0.0
destined;0.0;0.617;0.0;0.0;0.0;0.0;0.0;0.555
destiny;0.0;0.633;0.0;0.0;0.484;0.0;0.0;0.0
destitute;0.0;0.0;0.0;0.455;0.0;0.766;0.0;0.0
destroyed;0.788;0.0;0.0;0.754;0.0;0.844;0.0;0.0
destroyer;0.812;0.0;0.0;0.75;0.0;0.0;0.0;0.0
destroying;0.844;0.0;0.0;0.844;0.0;0.734;0.0;0.0
destruction;0.656;0.0;0.0;0.797;0.0;0.0;0.0;0.0
destructive;0.797;0.0;0.531;0.812;0.0;0.0;0.0;0.0
detainee;0.409;0.414;0.0;0.516;0.0;0.438;0.0;0.0
detention;0.0;0.0;0.0;0.0;0.0;0.344;0.0;0.0
deteriorate;0.0;0.0;0.0;0.641;0.0;0.625;0.0;0.0
deteriorated;0.0;0.0;0.586;0.0;0.0;0.365;0.0;0.0
deterioration;0.344;0.0;0.719;0.562;0.0;0.536;0.0;0.0
determinate;0.0;0.477;0.0;0.0;0.0;0.0;0.0;0.57
determination;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.711
detest;0.838;0.0;0.68;0.0;0.0;0.0;0.0;0.0
detestation;0.0;0.0;0.648;0.0;0.0;0.0;0.0;0.0
detonate;0.0;0.0;0.0;0.766;0.0;0.0;0.773;0.0
detonation;0.781;0.0;0.0;0.0;0.0;0.0;0.0;0.0
detract;0.242;0.0;0.0;0.0;0.0;0.0;0.0;0.0
devastate;0.682;0.0;0.0;0.792;0.0;0.797;0.0;0.0
devastated;0.0;0.0;0.0;0.0;0.0;0.912;0.0;0.0
devastating;0.561;0.0;0.57;0.719;0.0;0.875;0.0;0.227
devastation;0.765;0.0;0.0;0.906;0.0;0.917;0.703;0.0
develop;0.0;0.508;0.0;0.0;0.0;0.0;0.0;0.0
deviation;0.0;0.0;0.0;0.0;0.0;0.422;0.0;0.0
devil;0.719;0.273;0.664;0.828;0.0;0.576;0.0;0.0
devilish;0.0;0.0;0.625;0.734;0.0;0.0;0.0;0.0
devotional;0.0;0.0;0.0;0.0;0.359;0.0;0.0;0.633
devout;0.0;0.438;0.0;0.0;0.273;0.0;0.0;0.562
dgn;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.234
dha;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.305
diabolical;0.788;0.0;0.727;0.703;0.0;0.0;0.0;0.0
diagnosis;0.0;0.602;0.0;0.391;0.0;0.0;0.0;0.484
diamond;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
diaper;0.0;0.0;0.617;0.0;0.0;0.0;0.0;0.0
diarrhoea;0.0;0.0;0.82;0.0;0.0;0.0;0.0;0.0
diary;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.422
diatribe;0.606;0.0;0.391;0.0;0.0;0.0;0.0;0.0
dickhead;0.824;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dicks;0.703;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dictator;0.0;0.0;0.0;0.656;0.0;0.0;0.0;0.0
dictatorial;0.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dictatorship;0.676;0.234;0.672;0.734;0.0;0.509;0.0;0.0
dictionary;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.523
dictum;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.445
die;0.0;0.0;0.0;0.766;0.0;0.773;0.0;0.0
died;0.0;0.0;0.0;0.0;0.0;0.906;0.0;0.0
dietary;0.0;0.352;0.0;0.0;0.0;0.0;0.0;0.0
differences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375
differential;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43
differently;0.0;0.0;0.0;0.0;0.0;0.0;0.297;0.0
difficult;0.0;0.0;0.0;0.359;0.0;0.0;0.0;0.0
difficulties;0.0;0.0;0.0;0.0;0.0;0.421;0.0;0.0
difficulty;0.379;0.0;0.0;0.234;0.0;0.5;0.0;0.0
digit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438
dignity;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.672
digress;0.0;0.328;0.0;0.0;0.0;0.0;0.0;0.0
dike;0.0;0.0;0.0;0.328;0.0;0.0;0.0;0.0
dilapidated;0.0;0.0;0.672;0.0;0.0;0.609;0.0;0.0
diligence;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.68
diminish;0.0;0.0;0.0;0.0;0.0;0.438;0.0;0.0
dinosaur;0.0;0.0;0.0;0.453;0.0;0.0;0.0;0.0
diplomacy;0.0;0.391;0.0;0.0;0.0;0.0;0.0;0.586
diplomatic;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.68
dire;0.0;0.0;0.453;0.578;0.0;0.609;0.664;0.0
director;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.445
dirt;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0
dirty;0.0;0.0;0.727;0.0;0.0;0.0;0.0;0.0
disability;0.0;0.0;0.0;0.0;0.0;0.648;0.0;0.0
disable;0.0;0.0;0.0;0.558;0.0;0.529;0.0;0.0
disabled;0.0;0.0;0.0;0.406;0.0;0.672;0.0;0.0
disagree;0.389;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disagreeing;0.453;0.0;0.0;0.0;0.0;0.333;0.0;0.0
disagreement;0.348;0.0;0.0;0.0;0.0;0.438;0.0;0.0
disallowed;0.308;0.0;0.336;0.406;0.0;0.328;0.0;0.0
disapointment;0.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disappear;0.0;0.0;0.0;0.422;0.0;0.0;0.0;0.0
disappoint;0.409;0.0;0.383;0.0;0.0;0.609;0.0;0.0
disappointed;0.348;0.0;0.328;0.0;0.0;0.636;0.0;0.0
disappointing;0.0;0.0;0.0;0.0;0.0;0.625;0.0;0.0
disappointment;0.0;0.0;0.297;0.0;0.0;0.594;0.0;0.0
disappointments;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.203
disapproval;0.0;0.0;0.0;0.0;0.0;0.469;0.0;0.0
disapprove;0.364;0.0;0.344;0.38;0.0;0.453;0.0;0.0
disapproved;0.485;0.0;0.0;0.0;0.0;0.438;0.0;0.0
disapproving;0.453;0.0;0.32;0.0;0.0;0.438;0.0;0.0
disaster;0.721;0.0;0.508;0.875;0.0;0.758;0.812;0.0
disastrous;0.72;0.0;0.0;0.875;0.0;0.734;0.0;0.0
disciple;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.664
discipline;0.0;0.0;0.0;0.344;0.0;0.0;0.0;0.0
disclaim;0.344;0.0;0.32;0.0;0.0;0.0;0.0;0.367
disclosed;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43
discoloration;0.0;0.0;0.336;0.0;0.0;0.0;0.0;0.0
discolored;0.0;0.0;0.273;0.0;0.0;0.219;0.0;0.0
discomfort;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
disconnect;0.0;0.0;0.0;0.0;0.0;0.359;0.0;0.0
disconnected;0.0;0.0;0.0;0.0;0.0;0.438;0.0;0.0
disconnects;0.281;0.0;0.0;0.0;0.0;0.0;0.0;0.0
discontent;0.424;0.0;0.336;0.234;0.0;0.543;0.0;0.0
discontinuity;0.0;0.0;0.406;0.312;0.0;0.297;0.0;0.0
discord;0.576;0.0;0.383;0.0;0.0;0.0;0.0;0.0
discourage;0.0;0.0;0.0;0.281;0.0;0.547;0.0;0.0
discreet;0.0;0.289;0.0;0.0;0.0;0.0;0.0;0.0
discretion;0.0;0.383;0.0;0.0;0.0;0.0;0.0;0.555
discriminate;0.576;0.0;0.0;0.0;0.0;0.453;0.0;0.0
discriminating;0.0;0.0;0.555;0.0;0.0;0.0;0.0;0.0
discrimination;0.606;0.0;0.664;0.391;0.0;0.578;0.0;0.0
disdain;0.719;0.0;0.398;0.0;0.0;0.0;0.0;0.0
disease;0.341;0.0;0.688;0.688;0.0;0.665;0.0;0.0
diseased;0.0;0.0;0.797;0.734;0.0;0.766;0.0;0.0
disembodied;0.0;0.0;0.0;0.531;0.0;0.66;0.0;0.0
disfigured;0.508;0.0;0.719;0.625;0.0;0.703;0.0;0.0
disgrace;0.484;0.0;0.539;0.0;0.0;0.812;0.0;0.0
disgraced;0.608;0.0;0.523;0.0;0.0;0.734;0.0;0.0
disgraceful;0.547;0.0;0.625;0.0;0.0;0.0;0.0;0.0
disgruntled;0.693;0.0;0.406;0.0;0.0;0.712;0.0;0.0
disgust;0.602;0.0;0.719;0.406;0.0;0.531;0.0;0.0
disgusting;0.636;0.0;0.703;0.484;0.0;0.0;0.0;0.0
disheartened;0.0;0.0;0.0;0.0;0.0;0.788;0.0;0.0
disheartening;0.0;0.0;0.0;0.0;0.0;0.719;0.0;0.0
dishonest;0.516;0.0;0.453;0.0;0.0;0.482;0.0;0.0
dishonesty;0.0;0.0;0.414;0.0;0.0;0.0;0.0;0.0
dishonor;0.441;0.0;0.516;0.484;0.0;0.625;0.0;0.0
disillusionment;0.375;0.0;0.367;0.0;0.0;0.547;0.0;0.0
disinclination;0.0;0.0;0.336;0.0;0.0;0.0;0.0;0.0
disincline;0.0;0.0;0.312;0.0;0.0;0.0;0.0;0.0
disinclined;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0
disinformation;0.152;0.0;0.0;0.286;0.0;0.0;0.0;0.0
disingenuous;0.0;0.0;0.453;0.0;0.0;0.0;0.0;0.0
disintegrate;0.0;0.0;0.531;0.609;0.0;0.0;0.0;0.0
dislike;0.469;0.0;0.406;0.0;0.0;0.0;0.0;0.0
disliked;0.359;0.0;0.336;0.0;0.0;0.576;0.0;0.0
disliking;0.0;0.0;0.305;0.0;0.0;0.0;0.0;0.0
dislocated;0.328;0.0;0.375;0.438;0.0;0.438;0.0;0.0
dismal;0.0;0.0;0.477;0.584;0.0;0.562;0.0;0.0
dismay;0.54;0.297;0.0;0.484;0.0;0.636;0.57;0.0
dismemberment;0.0;0.0;0.812;0.875;0.0;0.766;0.0;0.0
dismissal;0.312;0.0;0.352;0.406;0.0;0.686;0.312;0.0
disobedience;0.424;0.0;0.359;0.0;0.0;0.0;0.0;0.0
disobedient;0.485;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disobey;0.469;0.0;0.414;0.0;0.0;0.0;0.0;0.0
disorder;0.0;0.0;0.0;0.406;0.0;0.0;0.0;0.0
disparage;0.688;0.0;0.453;0.0;0.0;0.672;0.0;0.0
disparaging;0.571;0.0;0.523;0.0;0.0;0.609;0.0;0.0
disparity;0.547;0.0;0.305;0.0;0.0;0.531;0.0;0.0
dispassionate;0.0;0.0;0.0;0.0;0.0;0.422;0.0;0.0
dispel;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0
displaced;0.294;0.0;0.0;0.438;0.0;0.691;0.0;0.0
displacency;0.0;0.0;0.414;0.0;0.0;0.0;0.0;0.0
displeased;0.453;0.0;0.352;0.273;0.0;0.516;0.0;0.0
displeasure;0.0;0.0;0.406;0.0;0.0;0.0;0.0;0.0
dispose;0.0;0.0;0.359;0.0;0.0;0.0;0.0;0.0
disposed;0.0;0.32;0.0;0.0;0.0;0.0;0.0;0.32
dispossessed;0.47;0.0;0.0;0.578;0.0;0.531;0.0;0.0
dispute;0.531;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disqualified;0.328;0.0;0.227;0.0;0.0;0.435;0.0;0.0
disqualify;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0
disregarded;0.0;0.0;0.297;0.0;0.0;0.0;0.0;0.0
disrelish;0.0;0.0;0.391;0.0;0.0;0.0;0.0;0.0
disreputable;0.368;0.0;0.492;0.453;0.0;0.0;0.0;0.0
disrespect;0.394;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disrespectful;0.516;0.0;0.484;0.343;0.0;0.5;0.0;0.0
disrupting;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disruption;0.469;0.0;0.0;0.453;0.0;0.0;0.648;0.0
dissection;0.0;0.0;0.759;0.0;0.0;0.0;0.0;0.0
dissension;0.561;0.0;0.0;0.0;0.0;0.0;0.0;0.0
disservice;0.485;0.0;0.32;0.0;0.0;0.258;0.0;0.0
dissident;0.485;0.0;0.0;0.422;0.0;0.0;0.0;0.0
dissolution;0.391;0.0;0.0;0.375;0.0;0.48;0.336;0.0
dissonance;0.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0
distaste;0.0;0.0;0.555;0.0;0.0;0.0;0.0;0.0
distasteful;0.0;0.0;0.508;0.0;0.0;0.0;0.0;0.0
distorted;0.0;0.0;0.461;0.0;0.0;0.0;0.0;0.0
distracted;0.197;0.0;0.0;0.0;0.0;0.0;0.0;0.0
distracting;0.182;0.398;0.0;0.0;0.0;0.0;0.0;0.0
distraught;0.0;0.0;0.0;0.0;0.0;0.812;0.0;0.0
distress;0.469;0.0;0.508;0.656;0.0;0.594;0.625;0.0
distressed;0.0;0.0;0.0;0.406;0.0;0.0;0.0;0.0
distressing;0.371;0.0;0.0;0.562;0.0;0.0;0.0;0.0
distrust;0.516;0.0;0.336;0.531;0.0;0.0;0.0;0.0
disturbance;0.576;0.0;0.0;0.459;0.0;0.484;0.688;0.0
disturbed;0.559;0.0;0.0;0.0;0.0;0.5;0.0;0.0
disused;0.382;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ditty;0.0;0.0;0.0;0.0;0.141;0.0;0.0;0.0
divan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.297
divergent;0.0;0.0;0.0;0.0;0.0;0.0;0.461;0.0
diversion;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0
diversity;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.508
divided;0.0;0.0;0.0;0.0;0.0;0.172;0.0;0.0
divination;0.0;0.578;0.0;0.0;0.0;0.0;0.0;0.0
divine;0.0;0.0;0.0;0.0;0.641;0.0;0.0;0.0
divorce;0.516;0.0;0.383;0.484;0.0;0.623;0.398;0.133
doctor;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.641
doctrine;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5
dogma;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.367
dogsick;0.0;0.0;0.57;0.0;0.0;0.0;0.0;0.0
doldrums;0.0;0.0;0.0;0.0;0.0;0.453;0.0;0.0
dole;0.0;0.0;0.0;0.0;0.0;0.219;0.0;0.0
doll;0.0;0.0;0.0;0.0;0.234;0.0;0.0;0.0
dollhouse;0.0;0.0;0.0;0.0;0.182;0.0;0.0;0.0
dolor;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
dolphin;0.0;0.0;0.0;0.0;0.348;0.0;0.117;0.367
dominant;0.0;0.0;0.0;0.406;0.0;0.0;0.0;0.0
dominate;0.5;0.0;0.0;0.438;0.0;0.0;0.0;0.0
domination;0.688;0.0;0.0;0.566;0.0;0.469;0.0;0.0
dominion;0.0;0.0;0.0;0.328;0.0;0.0;0.0;0.422
don;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.273
donkey;0.0;0.0;0.211;0.0;0.0;0.0;0.0;0.0
dontlikeyou;0.712;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dontmess;0.576;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dontmesswithme;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dontpanic;0.0;0.0;0.0;0.378;0.0;0.0;0.0;0.0
dontunderstand;0.242;0.0;0.0;0.0;0.0;0.0;0.0;0.0
doom;0.0;0.0;0.0;0.828;0.0;0.0;0.0;0.0
doomed;0.0;0.0;0.0;0.888;0.0;0.766;0.0;0.0
doomsday;0.643;0.5;0.633;0.828;0.0;0.75;0.0;0.0
doubt;0.0;0.0;0.0;0.25;0.0;0.359;0.0;0.203
doubtless;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.531
doubts;0.0;0.0;0.0;0.308;0.0;0.0;0.0;0.172
douchebags;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dove;0.0;0.328;0.0;0.0;0.312;0.0;0.0;0.469
down;0.0;0.0;0.0;0.0;0.0;0.281;0.0;0.0
downfall;0.0;0.0;0.0;0.5;0.0;0.594;0.0;0.0
downright;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.391
drab;0.0;0.0;0.0;0.0;0.0;0.42;0.0;0.0
draft;0.0;0.461;0.0;0.0;0.0;0.0;0.0;0.0
dragon;0.0;0.0;0.0;0.594;0.0;0.0;0.0;0.0
draining;0.0;0.0;0.0;0.0;0.0;0.424;0.0;0.0
dramaqueen;0.312;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dread;0.0;0.531;0.0;0.859;0.0;0.0;0.0;0.0
dreaded;0.0;0.0;0.0;0.703;0.0;0.0;0.0;0.0
dreadful;0.562;0.508;0.586;0.75;0.0;0.797;0.0;0.0
dreadfully;0.0;0.0;0.508;0.796;0.0;0.797;0.477;0.0
dreading;0.0;0.0;0.0;0.641;0.0;0.0;0.0;0.0
dream;0.0;0.0;0.0;0.0;0.484;0.0;0.0;0.0
dreams;0.0;0.0;0.0;0.0;0.559;0.0;0.0;0.0
dreamt;0.0;0.0;0.0;0.111;0.0;0.0;0.0;0.0
dreary;0.0;0.0;0.0;0.0;0.0;0.656;0.0;0.0
drifted;0.0;0.0;0.0;0.0;0.0;0.266;0.0;0.0
drinks;0.0;0.0;0.0;0.0;0.273;0.0;0.0;0.0
drivel;0.0;0.0;0.414;0.0;0.0;0.0;0.0;0.0
drones;0.0;0.0;0.0;0.406;0.0;0.0;0.0;0.0
drool;0.0;0.0;0.609;0.0;0.0;0.0;0.0;0.0
drown;0.0;0.0;0.0;0.844;0.0;0.641;0.0;0.0
drugged;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
drunken;0.0;0.0;0.539;0.0;0.0;0.0;0.0;0.0
dubious;0.0;0.0;0.0;0.391;0.0;0.0;0.0;0.195
duel;0.422;0.484;0.0;0.562;0.0;0.0;0.0;0.0
dull;0.0;0.0;0.0;0.0;0.0;0.297;0.0;0.0
dumbasses;0.712;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dumbbitch;0.841;0.0;0.0;0.0;0.0;0.0;0.0;0.0
dumfound;0.0;0.0;0.0;0.0;0.0;0.0;0.758;0.0
dumfounder;0.0;0.0;0.0;0.0;0.0;0.0;0.695;0.0
dumps;0.312;0.0;0.0;0.0;0.0;0.516;0.0;0.0
dung;0.0;0.0;0.789;0.0;0.0;0.0;0.0;0.0
dungeon;0.0;0.0;0.0;0.672;0.0;0.0;0.0;0.0
dupe;0.312;0.0;0.0;0.0;0.0;0.0;0.0;0.0
duplicity;0.318;0.0;0.0;0.0;0.0;0.0;0.0;0.0
durability;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.641
durable;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.547
duress;0.516;0.0;0.5;0.641;0.0;0.625;0.0;0.0
dutiful;0.0;0.383;0.0;0.0;0.0;0.0;0.0;0.578
dwarfed;0.0;0.0;0.0;0.281;0.0;0.391;0.0;0.0
dwelling;0.0;0.0;0.0;0.0;0.094;0.0;0.0;0.0
dying;0.455;0.0;0.617;0.948;0.0;0.875;0.0;0.0
dynamic;0.0;0.0;0.0;0.0;0.0;0.0;0.57;0.0
dysentery;0.0;0.0;0.727;0.0;0.0;0.593;0.0;0.0
eager;0.0;0.742;0.0;0.0;0.438;0.0;0.406;0.539
eagerness;0.0;0.812;0.0;0.0;0.552;0.0;0.0;0.469
eagle;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.453
earn;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.562
earned;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.57
earthquake;0.391;0.0;0.0;0.812;0.0;0.734;0.812;0.0
ease;0.0;0.0;0.0;0.0;0.422;0.0;0.0;0.0
easiest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.422
eatingdisorders;0.0;0.0;0.0;0.578;0.0;0.0;0.0;0.0
economy;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438
ecstasy;0.0;0.711;0.0;0.0;0.906;0.0;0.0;0.0
ecstatic;0.0;0.688;0.0;0.0;0.954;0.0;0.562;0.0
edict;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0
edification;0.0;0.422;0.0;0.0;0.333;0.0;0.0;0.531
edited;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.383
edition;0.0;0.352;0.0;0.0;0.0;0.0;0.0;0.0
educational;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.586
eeeek;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
eeek;0.0;0.0;0.0;0.562;0.0;0.0;0.0;0.0
eek;0.0;0.0;0.0;0.531;0.0;0.0;0.0;0.0
eel;0.0;0.0;0.0;0.344;0.0;0.0;0.0;0.0
effective;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.469
efficient;0.0;0.398;0.0;0.0;0.0;0.0;0.0;0.594
effigy;0.439;0.0;0.0;0.0;0.0;0.0;0.0;0.0
efforts;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.492
effyou;0.818;0.0;0.0;0.0;0.0;0.0;0.0;0.0
egotistical;0.0;0.0;0.445;0.0;0.0;0.0;0.0;0.0
egregious;0.672;0.0;0.57;0.0;0.0;0.0;0.0;0.0
ehh;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.188
ejaculation;0.0;0.734;0.0;0.0;0.424;0.0;0.547;0.273
elated;0.0;0.0;0.0;0.0;0.894;0.0;0.0;0.0
elation;0.0;0.0;0.0;0.0;0.944;0.0;0.0;0.0
elbow;0.117;0.0;0.0;0.0;0.0;0.0;0.0;0.0
elder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.656
elders;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.68
elect;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.438
electorate;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.398
electric;0.0;0.0;0.0;0.0;0.344;0.0;0.578;0.0
electrify;0.0;0.0;0.0;0.0;0.0;0.0;0.711;0.0
elegance;0.0;0.453;0.0;0.0;0.609;0.0;0.0;0.492
elegant;0.0;0.0;0.0;0.0;0.53;0.0;0.0;0.0
elevation;0.0;0.508;0.0;0.266;0.455;0.0;0.0;0.523
elf;0.061;0.0;0.141;0.185;0.156;0.0;0.0;0.0
elimination;0.456;0.0;0.453;0.588;0.0;0.516;0.0;0.0
elite;0.0;0.469;0.0;0.0;0.547;0.0;0.0;0.438
ella;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25
elucidate;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43
elusive;0.0;0.0;0.0;0.0;0.0;0.0;0.414;0.0
emaciated;0.0;0.0;0.0;0.516;0.0;0.719;0.0;0.0
emancipation;0.0;0.57;0.0;0.0;0.397;0.0;0.0;0.0
embarrass;0.0;0.0;0.0;0.0;0.0;0.394;0.0;0.0
embarrassment;0.0;0.0;0.0;0.375;0.0;0.531;0.5;0.0
